Rnd,Pick,Pick Value,Tm,Player,Pos,Age,From,To,AP1,PB,St,wAV,DrAV,wAV vs Expected,wAV vs Expected and Year,Expected,G,Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo,Int,Sk,College/Univ
6,203,11.2,LAC,Damen Wheeler,DB,23,2000,2001,0,0,0,0,,-8.065418233,-10.2427028,10.2427028,5,0,0,0,0,0,0,0,0,0,0,0,8,,,Colorado
7,203,11.2,CLE,Paul Zukauskas,G,22,2001,2004,0,0,1,9,9,0.9345817673,-1.162385121,10.16238512,43,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
6,203,11.2,CHI,Jamin Elliott,WR,22,2002,2006,0,0,0,0,0,-8.065418233,-10.07717551,10.07717551,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Delaware
6,203,11.2,NOR,Kareem Kelly,WR,,2003,2003,0,0,0,0,0,-8.065418233,-9.986520813,9.986520813,,,,,,,,,,,,,,,,USC
7,203,11.2,NYG,Drew Strojny,T,,2004,2004,0,0,0,0,0,-8.065418233,-9.88977351,9.88977351,,,,,,,,,,,,,,,,Duke
6,203,11.2,CLE,Andrew Hoffman,DT,,2005,2005,0,0,0,0,0,-8.065418233,-9.786169534,9.786169534,,,,,,,,,,,,,,,,Virginia
6,203,11.2,BAL,Sam Koch,P,24,2006,2021,0,1,0,25,25,16.93458177,15.32520062,9.674799385,256,7,8,82,0,0,7,10,1,0,0,0,15,,,Nebraska
6,203,11.2,ATL,Daren Stone,DB,22,2007,2008,0,0,0,2,1,-6.065418233,-7.554569835,9.554569835,20,0,0,0,0,0,0,0,0,0,0,0,12,,,Maine
6,203,11.2,PHI,Andy Studebaker,LB,22,2008,2015,0,0,0,11,,2.934581767,1.575847594,9.424152406,97,0,0,0,0,0,0,0,0,0,0,0,77,2,2.5,Wheaton
6,203,11.2,TEN,Jason McCourty,DB,22,2009,2021,0,0,9,45,30,36.93458177,35.71808722,9.281912779,173,0,0,0,0,0,0,0,0,0,0,0,598,18,1,Rutgers
6,203,11.2,JAX,Scotty McGee,DB,,2010,2010,0,0,0,0,0,-8.065418233,-9.125812136,9.125812136,,,,,,,,,,,,,,,,James Madison
6,203,11.2,CAR,Zachary Williams,C,22,2011,2011,0,0,0,0,0,-8.065418233,-8.953266077,8.953266077,,,,,,,,,,,,,,,,Washington St.
6,203,11.2,NYJ,Robert Griffin,G,22,2012,2012,0,0,0,0,0,-8.065418233,-8.760937504,8.760937504,,,,,,,,,,,,,,,,Baylor
6,203,11.2,BAL,Ryan Jensen,T,22,2013,2022,0,1,5,43,11,34.93458177,34.45557686,8.544423143,100,0,0,0,0,0,0,0,0,0,0,0,1,,,
6,203,11.2,IND,Andrew Jackson,LB,22,2014,2014,0,0,0,1,1,-7.065418233,-7.297761786,8.297761786,13,0,0,0,0,0,0,0,0,0,0,0,8,,1,Western Kentucky
6,203,11.2,DEN,Darius Kilgo,DT,23,2015,2018,0,0,0,3,2,-5.065418233,-5.01262911,8.01262911,29,0,0,0,0,0,0,0,0,0,0,0,11,,,Maryland
6,203,11.2,KAN,Dadi Nicolas,DE,23,2016,2016,0,0,0,1,1,-7.065418233,-6.676948898,7.676948898,11,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
6,203,11.2,DEN,De'Angelo Henderson,RB,24,2017,2018,0,0,0,0,0,-8.065418233,-7.272337347,7.272337347,8,0,0,0,0,0,9,32,0,2,36,1,2,,,Coastal Carolina
6,203,11.2,JAX,Tanner Lee,QB,23,2018,2018,0,0,0,0,0,-8.065418233,-6.768992653,6.768992653,,,,,,,,,,,,,,,,Nebraska
6,203,11.2,ATL,Marcus Green,WR,23,2019,2019,0,0,0,0,0,-8.065418233,-6.1142774,6.1142774,,,,,,,,,,,,,,,,La-Monroe
6,203,11.2,MIN,Blake Brandel,T,23,2020,2022,0,0,0,3,3,-5.065418233,-2.202871333,5.202871333,22,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.
6,203,11.2,BUF,Marquez Stevenson,WR,23,2021,2021,0,0,0,0,0,-8.065418233,-3.777132299,3.777132299,5,0,0,0,0,0,0,0,0,0,0,0,,,,Houston
6,203,11.2,CHI,Trestan Ebner,RB,23,2022,2022,0,0,0,0,0,-8.065418233,-0.8997691633,0.8997691633,17,0,0,0,0,0,24,54,0,2,8,0,3,,,Baylor
6,204,10.8,PIT,Jason Gavadza,TE,,2000,2000,0,0,0,0,0,-8.006476396,-10.16817508,10.16817508,,,,,,,,,,,,,,,,Kent St.
7,204,10.8,CIN,T.J. Houshmandzadeh,WR,23,2001,2011,0,1,6,56,48,47.9935236,45.91151824,10.08848176,146,0,0,0,0,0,23,142,1,627,7237,44,1,,,Oregon St.
6,204,10.8,IND,Brian Allen,RB,22,2002,2003,0,0,0,0,0,-8.006476396,-10.00393452,10.00393452,4,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
6,204,10.8,LVR,Dustin Rykert,T,,2003,2003,0,0,0,0,0,-8.006476396,-9.913984544,9.913984544,,,,,,,,,,,,,,,,BYU
7,204,10.8,LAC,Ryon Bingham,DT,23,2004,2008,0,0,0,6,6,-2.006476396,-3.817989315,9.817989315,49,0,0,0,0,0,0,0,0,0,0,0,46,,4.5,Nebraska
6,204,10.8,PIT,Chris Kemoeatu,G,22,2005,2011,0,0,3,27,27,18.9935236,17.28480929,9.715190714,75,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
6,204,10.8,PHI,LaJuan Ramsey,DT,22,2006,2009,0,0,0,4,2,-4.006476396,-5.60468631,9.60468631,34,0,0,0,0,0,0,0,0,0,0,0,23,1,1,USC
6,204,10.8,TEN,Jacob Ford,DE,24,2007,2010,0,0,0,7,7,-1.006476396,-2.485391375,9.485391375,43,0,0,0,0,0,0,0,0,0,0,0,69,,15.5,Central Arkansas
6,204,10.8,MIA,Lex Hilliard,RB,24,2008,2012,0,0,1,3,3,-5.006476396,-6.355987758,9.355987758,62,0,0,0,0,0,48,163,2,30,233,2,26,,,Montana
6,204,10.8,ARI,Will Davis,DE,23,2009,2010,0,0,0,3,3,-5.006476396,-6.214853843,9.214853843,21,0,0,0,0,0,0,0,0,0,0,0,27,,3,Illinois
6,204,10.8,CAR,Tony Pike,QB,24,2010,2010,0,0,0,0,0,-8.006476396,-9.059966662,9.059966662,1,6,12,47,0,0,0,0,0,0,0,0,,,,Cincinnati
7,204,10.8,DEN,Virgil Green,TE,23,2011,2020,0,0,5,8,5,-0.006476395806,-0.8887619052,8.888761905,137,0,0,0,0,0,2,3,0,102,1145,7,15,,,Nevada
6,204,10.8,CLE,Emmanuel Acho,LB,21,2012,2014,0,0,0,2,,-6.006476396,-6.697928415,8.697928415,20,0,0,0,0,0,0,0,0,0,0,0,22,,,Texas
6,204,10.8,KAN,Braden Wilson,FB,23,2013,2013,0,0,0,0,0,-8.006476396,-8.483097148,8.483097148,,,,,,,,,,,,,,,,Kansas St.
6,204,10.8,CAR,Tyler Gaffney,RB,23,2014,2014,0,0,0,0,0,-8.006476396,-8.238353234,8.238353234,,,,,,,,,,,,,,,,Stanford
6,204,10.8,BAL,Darren Waller,WR,22,2015,2022,0,1,3,28,1,19.9935236,20.04456294,7.955437063,74,0,0,0,0,0,3,26,0,298,3572,19,10,,,Georgia Tech
6,204,10.8,MIA,Jordan Lucas,DB,23,2016,2021,0,0,0,4,1,-4.006476396,-3.622366291,7.622366291,50,0,0,0,0,0,0,0,0,0,0,0,29,1,1,Penn St.
6,204,10.8,NYJ,Derrick Jones,DB,22,2017,2018,0,0,0,0,0,-8.006476396,-7.220900024,7.220900024,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Mississippi
6,204,10.8,NYJ,Trenton Cannon,RB,24,2018,2022,0,0,0,2,2,-6.006476396,-4.721468124,6.721468124,48,0,0,0,0,0,51,150,1,20,160,0,22,,,Virginia St.
6,204,10.8,SEA,Travis Homer,RB,21,2019,2022,0,0,0,8,8,-0.006476395806,1.928157641,6.071842359,49,0,0,0,0,0,83,453,1,52,464,2,16,,,Miami (FL)
6,204,10.8,NWE,Cassh Maluia,LB,21,2020,2020,0,0,0,1,1,-7.006476396,-4.167521187,5.167521187,9,0,0,0,0,0,0,0,0,0,0,0,,,,Wyoming
6,204,10.8,CAR,Shi Smith,WR,22,2021,2022,0,0,0,4,4,-4.006476396,0.2471347386,3.752865261,23,0,0,0,0,0,1,-3,0,28,400,2,4,,,South Carolina
6,204,10.8,TEN,Theo Jackson,DB,23,2022,2022,0,0,0,1,,-7.006476396,0.1021304366,0.8978695634,11,0,0,0,0,0,0,0,0,0,0,0,4,,,Tennessee
6,205,10.4,LAC,JaJuan Seider,QB,,2000,2000,0,0,0,0,0,-7.946433897,-10.09225395,10.09225395,,,,,,,,,,,,,,,,Florida A&M
7,205,10.4,TAM,Dauntae' Finger,TE,,2001,2001,0,0,0,0,0,-7.946433897,-10.01319666,10.01319666,,,,,,,,,,,,,,,,North Carolina
6,205,10.4,LAR,Steve Bellisari,QB,,2002,2002,0,0,0,0,0,-7.946433897,-9.929324197,9.929324197,,,,,,,,,,,,,,,,Ohio St.
6,205,10.4,TAM,Torrie Cox,DB,22,2003,2009,0,0,0,5,5,-2.946433897,-4.840092104,9.840092104,56,0,0,0,0,0,0,0,0,0,0,0,75,1,,Pittsburgh
7,205,10.4,DAL,Nate Jones,DB,22,2004,2011,0,0,0,9,2,1.053566103,-0.7448630103,9.74486301,106,0,0,0,0,0,0,0,0,0,0,0,188,3,6,Rutgers
6,205,10.4,SFO,Derrick Johnson,DB,23,2005,2006,0,0,0,2,2,-5.946433897,-7.642884841,9.642884841,19,0,0,0,0,0,0,0,0,0,0,0,36,,1,Washington
6,205,10.4,NWE,Dan Stevenson,G,,2006,2006,0,0,0,0,0,-7.946433897,-9.53326237,9.53326237,,,,,,,,,,,,,,,,Notre Dame
6,205,10.4,WAS,Jordan Palmer,QB,23,2007,2014,0,0,0,0,,-7.946433897,-9.414919524,9.414919524,5,11,18,66,0,2,2,3,0,0,0,0,,,,Texas-El Paso
6,205,10.4,IND,Pierre Garcon,WR,22,2008,2018,0,0,10,54,21,46.0535661,44.71345133,9.286548673,148,0,1,0,0,0,12,72,0,628,7854,38,7,,,Mount Union
6,205,10.4,PIT,Ra'Shon Harris,DT,23,2009,2009,0,0,0,0,,-7.946433897,-9.146541143,9.146541143,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon
6,205,10.4,NWE,Ted Larsen,C,23,2010,2020,0,0,5,36,,28.0535661,27.00710989,8.992890112,137,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.
7,205,10.4,SEA,Pep Levingston,DE,23,2011,2012,0,0,0,0,0,-7.946433897,-8.823051735,8.823051735,7,0,0,0,0,0,0,0,0,0,0,0,3,,,LSU
6,205,10.4,CLE,Billy Winn,DT,23,2012,2020,0,0,2,15,12,7.053566103,6.366258719,8.633741281,74,0,0,0,0,0,0,0,0,0,0,0,70,2,3,Boise St.
6,205,10.4,LVR,Stacy McGee,DT,23,2013,2020,0,0,2,16,10,8.053566103,7.579375425,8.420624575,81,0,0,0,0,0,0,0,0,0,0,0,75,,4.5,Oklahoma
6,205,10.4,JAX,Luke Bowanko,C,23,2014,2018,0,0,1,9,5,1.053566103,0.8221660453,8.177833955,47,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia
6,205,10.4,IND,Josh Robinson,RB,23,2015,2015,0,0,0,0,0,-7.946433897,-7.897175728,7.897175728,5,0,0,0,0,0,17,39,0,6,33,0,,,,Mississippi St.
6,205,10.4,ARI,Harlan Miller,DB,22,2016,2018,0,0,0,2,2,-5.946433897,-5.566763183,7.566763183,9,0,0,0,0,0,0,0,0,0,0,0,9,1,,Southeastern Louisiana
6,205,10.4,DET,Jeremiah Ledbetter,DE,23,2017,2022,0,0,0,1,1,-6.946433897,-6.168501005,7.168501005,21,0,0,0,0,0,0,0,0,0,0,0,9,,1.5,Arkansas
6,205,10.4,LAR,Trevon Young,DE,23,2018,2018,0,0,0,0,0,-7.946433897,-6.673055056,6.673055056,2,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
6,205,10.4,CHI,Duke Shelley,DB,22,2019,2022,0,0,0,5,3,-2.946433897,-1.028613932,6.028613932,41,0,0,0,0,0,0,0,0,0,0,0,62,1,,Kansas St.
6,205,10.4,MIN,Josh Metellus,DB,22,2020,2022,0,0,0,4,4,-3.946433897,-1.131510119,5.131510119,48,0,0,0,0,0,0,0,0,0,0,0,48,1,,Michigan
6,205,10.4,TEN,Racey McMath,WR,22,2021,2022,0,0,0,0,0,-7.946433897,-3.728144517,3.728144517,14,0,0,0,0,0,1,4,0,4,48,0,2,,,LSU
6,205,10.4,HOU,Austin Deculus,T,23,2022,2022,0,0,0,0,0,-7.946433897,-0.8959344476,0.8959344476,5,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
6,206,10,CLE,Brad Bedell,T,23,2000,2006,0,0,0,4,3,-3.885226591,-6.014858217,10.01485822,40,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado
7,206,10,NYJ,James Reed,DT,24,2001,2007,0,0,2,19,12,11.11477341,9.063550693,9.936449307,99,0,0,0,0,0,0,0,0,0,0,0,162,,7,Iowa St.
6,206,10,BAL,Javin Hunter,WR,22,2002,2002,0,0,0,0,0,-7.885226591,-9.85326472,9.85326472,12,0,0,0,0,0,1,9,0,5,35,0,,,,Notre Dame
6,206,10,CHI,Brock Forsey,RB,23,2003,2004,0,0,0,2,2,-5.885226591,-7.764764458,9.764764458,16,0,0,0,0,0,69,244,2,3,37,0,1,,,Boise St.
7,206,10,TAM,Mark Jones,WR,23,2004,2009,0,0,0,0,0,-7.885226591,-9.67031638,9.67031638,62,0,0,0,0,0,0,0,0,3,41,0,2,,,Tennessee
6,206,10,DET,Jonathan Goddard,DE,24,2005,2005,0,0,0,0,,-7.885226591,-9.569174578,9.569174578,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Marshall
6,206,10,NWE,Le Kevin Smith,DT,24,2006,2010,0,0,0,5,3,-2.885226591,-4.460451168,9.460451168,45,0,0,0,0,0,0,0,0,0,0,0,19,,1,Nebraska
6,206,10,TEN,Ryan Smith,DB,,2007,2007,0,0,0,0,0,-7.885226591,-9.343078904,9.343078904,,,,,,,,,,,,,,,,Florida
6,206,10,BAL,Haruki Nakamura,DB,22,2008,2012,0,0,1,10,4,2.114773409,0.7842391216,9.215760878,69,0,0,0,0,0,1,-4,0,0,0,0,81,2,,Cincinnati
6,206,10,TEN,Dominique Edison,WR,23,2009,2009,0,0,0,0,0,-7.885226591,-9.076901612,9.076901612,5,0,0,0,0,0,0,0,0,0,0,0,,,,S.F. Austin
6,206,10,SFO,Kyle Williams,WR,22,2010,2013,0,0,0,6,6,-1.885226591,-2.924510739,8.924510739,39,0,0,0,0,0,8,76,0,47,574,4,,,,Arizona St.
7,206,10,BUF,Justin Rogers,DB,23,2011,2015,0,0,0,4,4,-3.885226591,-4.756065281,8.756065281,39,0,0,0,0,0,0,0,0,0,0,0,66,3,,Richmond
6,206,10,IND,LaVon Brazill,WR,23,2012,2013,0,0,0,3,3,-4.885226591,-5.568307445,8.568307445,25,0,0,0,0,0,0,0,0,23,347,3,8,,,Ohio
6,206,10,PIT,Vince Williams,LB,23,2013,2020,0,0,5,35,35,27.11477341,26.6430614,8.356938602,121,0,0,0,0,0,0,0,0,0,0,0,333,2,20.5,Florida St.
6,206,10,NWE,Jemea Thomas,DB,24,2014,2014,0,0,0,0,,-7.885226591,-8.116139214,8.116139214,2,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech
6,206,10,GNB,Aaron Ripkowski,FB,22,2015,2017,0,0,0,2,2,-5.885226591,-5.837782788,7.837782788,47,0,0,0,0,0,39,163,2,17,103,1,9,,,Oklahoma
6,206,10,LAR,Mike Thomas,WR,22,2016,2022,0,0,0,2,1,-5.885226591,-5.510080101,7.510080101,76,0,0,0,0,0,1,1,0,30,366,1,13,,,Southern Miss
6,206,10,LAR,Sam Rogers,FB,22,2017,2017,0,0,0,0,0,-7.885226591,-7.115084245,7.115084245,,,,,,,,,,,,,,,,Virginia Tech
6,206,10,PHI,Matt Pryor,T,23,2018,2022,0,0,1,12,5,4.114773409,5.376298336,6.623701664,60,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
6,206,10,WAS,Kelvin Harmon,WR,22,2019,2019,0,0,1,3,3,-4.885226591,-2.984545884,5.984545884,16,1,1,11,0,0,0,0,0,30,365,0,2,,,North Carolina St.
6,206,10,JAX,Tyler Davis,TE,23,2020,2022,0,0,0,0,0,-7.885226591,-5.094799611,5.094799611,39,0,0,0,0,0,0,0,0,8,61,0,10,,,Georgia Tech
6,206,10,NOR,Landon Young,T,24,2021,2022,0,0,0,3,3,-4.885226591,-0.7029436233,3.702943623,26,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky
6,206,10,DEN,Matt Henningsen,DE,23,2022,2022,0,0,0,1,1,-6.885226591,0.1060382537,0.8939617463,17,0,0,0,0,0,0,0,0,0,0,0,8,,1,Wisconsin
7,207,9.6,CLE,Manuia Savea,G,,2000,2000,0,0,0,0,0,-7.822783848,-9.935898457,9.935898457,,,,,,,,,,,,,,,,Arizona
7,207,9.6,DAL,Colston Weatherington,DE,23,2001,2002,0,0,0,0,0,-7.822783848,-9.858151034,9.858151034,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Missouri St.
6,207,9.6,BAL,Chester Taylor,RB,22,2002,2011,0,0,1,41,12,33.17721615,31.22433178,9.775668221,151,1,2,4,1,0,1160,4740,26,299,2324,6,24,,,Toledo
6,207,9.6,NYG,Frank Walker,DB,23,2003,2011,0,0,1,14,6,6.177216152,4.31208542,9.68791458,107,0,0,0,0,0,0,0,0,0,0,0,152,9,,Tuskegee
7,207,9.6,BUF,Dylan McFarland,T,24,2004,2005,0,0,0,0,0,-7.822783848,-9.5942633,9.5942633,3,0,0,0,0,0,0,0,0,0,0,0,,,,Montana
6,207,9.6,CAR,Joe Berger,T,23,2005,2017,0,0,5,37,,29.17721615,27.50602523,9.493974767,145,0,0,0,0,0,0,0,0,0,0,0,3,,,Michigan Tech
6,207,9.6,IND,Antoine Bethea,DB,22,2006,2019,0,3,12,63,40,55.17721615,53.61383141,9.386168588,209,0,0,0,0,0,0,0,0,0,0,0,995,25,9.5,Howard
6,207,9.6,BAL,Prescott Burgess,LB,23,2007,2011,0,0,0,2,2,-5.822783848,-7.269786519,9.269786519,40,0,0,0,0,0,0,0,0,0,0,0,32,,,Michigan
6,207,9.6,CIN,Matt Sherry,TE,23,2008,2008,0,0,0,0,0,-7.822783848,-9.143542594,9.143542594,,,,,,,,,,,,,,,,Villanova
6,207,9.6,NWE,Myron Pryor,DT,23,2009,2011,0,0,0,3,3,-4.822783848,-6.005854794,9.005854794,24,0,0,0,0,0,0,0,0,0,0,0,19,,1,Kentucky
6,207,9.6,TEN,Myron Rolle,DB,,2010,2010,0,0,0,0,0,-7.822783848,-8.854749546,8.854749546,,,,,,,,,,,,,,,,Florida St.
7,207,9.6,CIN,Korey Lindsey,DB,22,2011,2011,0,0,0,0,0,-7.822783848,-8.687725155,8.687725155,,,,,,,,,,,,,,,,Southern Illinois
6,207,9.6,CAR,Brad Nortman,P,22,2012,2017,0,0,0,11,7,3.177216152,2.498448688,8.501551312,96,1,1,29,0,0,1,-1,0,0,0,0,2,,,Wisconsin
7,207,9.6,KAN,Mike Catapano,DE,23,2013,2016,0,0,0,3,1,-4.822783848,-5.291965654,8.291965654,29,0,0,0,0,0,0,0,0,0,0,0,8,,2,Princeton
6,207,9.6,DEN,Matt Paradis,C,24,2014,2021,0,0,6,34,21,26.17721615,25.94680226,8.053197737,98,0,0,0,0,0,0,0,0,0,0,0,,,,Boise St.
6,207,9.6,IND,Amarlo Herrera,LB,23,2015,2015,0,0,0,0,0,-7.822783848,-7.777189627,7.777189627,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
6,207,9.6,SFO,Jeff Driskel,QB,23,2016,2022,0,0,0,7,,-0.8227838478,-0.4522515587,7.452251559,23,216,365,2228,14,8,73,384,3,2,10,0,,,,Louisiana Tech
6,207,9.6,CIN,Brandon Wilson,RB,23,2017,2021,0,0,0,6,6,-1.822783848,-1.060588031,7.060588031,60,0,0,0,0,0,0,0,0,0,0,0,36,,,Houston
6,207,9.6,GNB,Equanimeous St. Brown,WR,21,2018,2022,0,0,2,8,4,0.1772161522,1.426649068,6.573350932,53,0,0,0,0,0,11,80,0,58,866,2,8,,,Notre Dame
6,207,9.6,PIT,Ulysees Gilbert,LB,22,2019,2022,0,0,0,2,2,-5.822783848,-3.939587302,5.939587302,31,0,0,0,0,0,0,0,0,0,0,0,20,,,Akron
6,207,9.6,BUF,Isaiah Hodgins,WR,21,2020,2022,0,0,0,3,0,-4.822783848,-2.057347251,5.057347251,11,0,0,0,0,0,0,0,0,37,392,4,,,,Oregon St.
6,207,9.6,NYJ,Jonathan Marshall,DT,23,2021,2021,0,0,0,0,0,-7.822783848,-3.677233466,3.677233466,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas
6,207,9.6,CHI,Doug Kramer,C,24,2022,2022,0,0,0,0,0,-7.822783848,-0.8919491803,0.8919491803,,,,,,,,,,,,,,,,Illinois
7,208,9.2,KAN,Desmond Kitchings,WR,,2000,2000,0,0,0,0,0,-7.759027598,-9.855275839,9.855275839,,,,,,,,,,,,,,,,Furman
7,208,9.2,CHI,John Capel,WR,,2001,2001,0,0,0,0,0,-7.759027598,-9.778203832,9.778203832,,,,,,,,,,,,,,,,Florida
6,208,9.2,DAL,DeVeren Johnson,WR,,2002,2002,0,0,0,0,0,-7.759027598,-9.696437574,9.696437574,,,,,,,,,,,,,,,,Sacred Heart
6,208,9.2,IND,Makoa Freitas,T,23,2003,2004,0,0,0,7,7,-0.7590275982,-2.609446277,9.609446277,28,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona
7,208,9.2,CLE,Adimchinobe Echemandu,RB,23,2004,2007,0,0,0,1,0,-6.759027598,-8.516608575,9.516608575,19,0,1,0,0,0,28,110,0,5,36,0,4,,,California
6,208,9.2,DAL,Justin Beriault,DB,,2005,2005,0,0,0,0,0,-7.759027598,-9.417191281,9.417191281,,,,,,,,,,,,,,,,Ball St.
6,208,9.2,BAL,Derrick Martin,DB,21,2006,2013,0,0,0,5,2,-2.759027598,-4.310321648,9.310321648,73,0,0,0,0,0,0,0,0,0,0,0,77,3,1,Wyoming
6,208,9.2,NWE,Justise Hairston,RB,,2007,2007,0,0,0,0,0,-7.759027598,-9.194950627,9.194950627,,,,,,,,,,,,,,,,Central Connecticut St.
7,208,9.2,CHI,Ervin Baldwin,DE,22,2008,2009,0,0,0,0,,-7.759027598,-9.069803424,9.069803424,3,0,0,0,0,0,0,0,0,0,0,0,7,,,Michigan St.
6,208,9.2,DAL,John Phillips,TE,22,2009,2018,0,0,1,2,2,-5.759027598,-6.933311762,8.933311762,120,0,0,0,0,0,0,0,0,58,428,5,30,,,Virginia
7,208,9.2,NWE,Thomas Welch,T,23,2010,2013,0,0,0,2,1,-5.759027598,-6.783519213,8.783519213,27,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt
7,208,9.2,NYJ,Greg McElroy,QB,23,2011,2012,0,0,0,1,1,-6.759027598,-7.617945816,8.617945816,2,19,31,214,1,1,8,30,0,0,0,0,,,,Alabama
7,208,9.2,IND,Justin Anderson,G,24,2012,2012,0,0,0,0,0,-7.759027598,-8.433389325,8.433389325,,,,,,,,,,,,,,,,Georgia
7,208,9.2,JAX,Jeremy Harris,DB,22,2013,2015,0,0,0,0,0,-7.759027598,-8.225624404,8.225624404,7,0,0,0,0,0,0,0,0,0,0,0,4,,,New Mexico St.
6,208,9.2,SEA,Eric Pinkins,DB,23,2014,2016,0,0,0,2,1,-5.759027598,-5.98893074,7.98893074,11,0,0,0,0,0,0,0,0,0,0,0,2,,,San Diego St.
6,208,9.2,TEN,Andy Gallik,C,23,2015,2015,0,0,1,4,4,-3.759027598,-3.7153204,7.7153204,12,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
6,208,9.2,NWE,Kamu Grugier-Hill,LB,22,2016,2022,0,0,3,21,,13.2409724,13.60679483,7.393205172,98,0,0,0,0,0,0,0,0,1,4,0,206,2,5,East. Illinois
6,208,9.2,ARI,Rudy Ford,DB,22,2017,2022,0,0,0,8,2,0.2409724018,0.9950558491,7.004944151,73,0,0,0,0,0,0,0,0,0,0,0,98,4,0.5,Auburn
6,208,9.2,DAL,Cedrick Wilson Jr.,WR,22,2018,2022,0,0,0,7,6,-0.7590275982,0.4780601643,6.521939836,53,5,5,111,1,0,6,7,0,79,973,8,2,,,Boise St.
6,208,9.2,TAM,Scott Miller,WR,22,2019,2022,0,0,1,9,9,1.240972402,3.106318088,5.893681912,50,0,0,0,0,0,8,81,1,74,924,4,3,,,Bowling Green
6,208,9.2,GNB,Jake Hanson,C,23,2020,2022,0,0,0,1,1,-6.759027598,-4.019106162,5.019106162,11,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon
6,208,9.2,SEA,Stone Forsythe,T,23,2021,2022,0,0,0,3,3,-4.759027598,-0.6509818648,3.650981865,27,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
6,208,9.2,PIT,Connor Heyward,TE,23,2022,2022,0,0,0,1,1,-6.759027598,0.1101057694,0.8898942306,17,0,0,0,0,0,2,27,0,12,151,1,3,,,Michigan St.
7,209,8.8,CLE,Eric Chandler,DE,,2000,2000,0,0,0,0,0,-7.693871187,-9.77288066,9.77288066,,,,,,,,,,,,,,,,Jackson St.
7,209,8.8,SFO,Alex Lincoln,LB,,2001,2001,0,0,0,0,0,-7.693871187,-9.696498919,9.696498919,,,,,,,,,,,,,,,,Auburn
6,209,8.8,BAL,Chad Williams,DB,23,2002,2006,0,0,0,9,8,1.306128813,-0.6154649699,9.61546497,79,0,0,0,0,0,0,0,0,0,0,0,180,9,7,Southern Miss
6,209,8.8,MIA,Tim Provost,T,,2003,2003,0,0,0,0,0,-7.693871187,-9.529252778,9.529252778,,,,,,,,,,,,,,,,San Jose St.
7,209,8.8,LAC,Shane Olivea,T,22,2004,2007,0,0,4,31,31,23.30612881,21.56275346,9.437246541,60,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
6,209,8.8,DAL,Rob Petitti,T,23,2005,2010,0,0,1,9,8,1.306128813,-0.3387196408,9.338719641,27,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
7,209,8.8,CIN,Ethan Kilmer,WR,23,2006,2006,0,0,0,0,0,-7.693871187,-9.232807145,9.232807145,16,0,0,0,0,0,0,0,0,0,0,0,14,1,,Penn St.
6,209,8.8,NWE,Corey Hilliard,T,22,2007,2014,0,0,0,9,,1.306128813,-0.1184694011,9.118469401,47,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma St.
7,209,8.8,GNB,Matt Flynn,QB,23,2008,2014,0,0,0,8,7,0.3061288133,-0.994443031,8.994443031,51,219,357,2541,17,11,65,69,1,0,0,0,,,,LSU
6,209,8.8,CIN,Bernard Scott,RB,25,2009,2013,0,0,0,9,9,1.306128813,0.1408261949,8.859173805,49,0,1,0,0,0,259,1049,4,31,175,0,3,,,Abilene Christian
7,209,8.8,BUF,Levi Brown,QB,23,2010,2010,0,0,0,0,0,-7.693871187,-8.710722817,8.710722817,1,2,3,24,0,1,0,0,0,0,0,0,,,,Troy
7,209,8.8,DET,Johnny Culbreath,T,23,2011,2011,0,0,0,0,0,-7.693871187,-8.546632316,8.546632316,,,,,,,,,,,,,,,,South Carolina St.
